CustomerID,Recency,Frequency,Monetary,Cluster
13178.0,25,11,0.0,1
13182.0,44,1,0.0,1
13183.0,7,9,0.0,1
13184.0,14,10,0.0,1
13185.0,267,1,0.0,0
13186.0,39,3,0.0,1
13187.0,336,1,0.0,0
13188.0,10,1,0.0,1
13189.0,18,2,0.0,1
13192.0,94,2,0.0,1
13193.0,60,1,0.0,1
13194.0,135,1,0.0,1
13196.0,10,4,0.0,1
13198.0,9,6,0.0,1
13199.0,3,38,0.0,3
13200.0,18,4,0.0,1
13203.0,9,4,0.0,1
13207.0,14,2,0.0,1
13208.0,58,6,0.0,1
13209.0,29,8,0.0,1
13210.0,93,1,0.0,1
13211.0,9,3,0.0,1
13212.0,19,3,0.0,1
13213.0,56,5,0.0,1
13216.0,267,1,0.0,0
13217.0,121,3,0.0,1
13218.0,126,1,0.0,1
13220.0,77,4,0.0,1
13221.0,239,2,0.0,0
13223.0,199,2,0.0,0
13224.0,59,2,0.0,1
13225.0,2,7,0.0,1
13226.0,272,1,0.0,0
13227.0,201,1,0.0,0
13228.0,80,1,0.0,1
13229.0,225,1,0.0,0
13230.0,3,14,0.0,3
13232.0,12,7,0.0,1
13233.0,73,2,0.0,1
13235.0,211,1,0.0,0
13236.0,23,2,0.0,1
13238.0,16,4,0.0,1
13239.0,261,1,0.0,0
13240.0,95,4,0.0,1
13242.0,111,3,0.0,1
13243.0,202,1,0.0,0
13244.0,92,1,0.0,1
13245.0,50,1,0.0,1
13246.0,17,6,0.0,1
13247.0,17,4,0.0,1
13248.0,124,2,0.0,1
13249.0,91,3,0.0,1
13253.0,156,2,0.0,0
13255.0,8,2,0.0,1
13256.0,13,1,0.0,1
13258.0,11,3,0.0,1
13259.0,61,1,0.0,1
13260.0,60,1,0.0,1
13261.0,268,2,0.0,0
13262.0,262,1,0.0,0
13263.0,0,35,0.0,3
13265.0,52,5,0.0,1
13266.0,10,12,0.0,1
13267.0,2,19,0.0,3
13268.0,17,11,0.0,1
13269.0,0,15,0.0,3
13270.0,365,1,0.0,0
13271.0,36,1,0.0,1
13272.0,30,2,0.0,1
13273.0,112,1,0.0,1
13276.0,63,2,0.0,1
13277.0,15,4,0.0,1
13278.0,40,1,0.0,1
13279.0,77,1,0.0,1
13280.0,121,3,0.0,1
13282.0,17,3,0.0,1
13283.0,59,2,0.0,1
13284.0,330,1,0.0,0
13285.0,22,4,0.0,1
13291.0,155,1,0.0,0
13292.0,38,2,0.0,1
13294.0,189,2,0.0,0
13295.0,359,1,0.0,0
13296.0,136,1,0.0,1
13297.0,7,4,0.0,1
13298.0,0,1,0.0,1
13299.0,267,1,0.0,0
13300.0,168,1,0.0,0
13301.0,103,4,0.0,1
13302.0,154,1,0.0,0
13304.0,350,1,0.0,0
13305.0,3,10,0.0,1
13307.0,119,1,0.0,1
13308.0,22,3,0.0,1
13309.0,6,5,0.0,1
13310.0,27,3,0.0,1
13311.0,3,2,0.0,1
13313.0,21,5,0.0,1
13314.0,1,3,0.0,1
13316.0,36,4,0.0,1
13317.0,65,6,0.0,1
13318.0,0,3,0.0,1
13319.0,4,26,0.0,3
13320.0,77,4,0.0,1
13321.0,71,2,0.0,1
13322.0,16,1,0.0,1
13323.0,2,5,0.0,1
13324.0,35,10,0.0,1
13325.0,81,1,0.0,1
13327.0,38,8,0.0,1
13328.0,315,1,0.0,0
13329.0,31,2,0.0,1
13330.0,92,3,0.0,1
13332.0,13,1,0.0,1
13334.0,81,3,0.0,1
13336.0,76,1,0.0,1
13338.0,157,1,0.0,0
13339.0,200,1,0.0,0
13340.0,44,7,0.0,1
13341.0,260,1,0.0,0
13343.0,177,1,0.0,0
13344.0,67,3,0.0,1
13345.0,287,1,0.0,0
13347.0,69,1,0.0,1
13348.0,63,1,0.0,1
13349.0,10,1,0.0,1
13350.0,15,2,0.0,1
13351.0,65,1,0.0,1
13352.0,59,1,0.0,1
13354.0,70,1,0.0,1
13355.0,121,1,0.0,1
13356.0,79,1,0.0,1
13357.0,256,1,0.0,0
13358.0,268,1,0.0,0
13359.0,63,1,0.0,1
13362.0,8,4,0.0,1
13363.0,17,2,0.0,1
13364.0,70,1,0.0,1
13365.0,33,2,0.0,1
13366.0,49,1,0.0,1
13368.0,256,2,0.0,0
13369.0,365,1,0.0,0
13370.0,371,1,0.0,0
13372.0,89,1,0.0,1
13373.0,60,3,0.0,1
13375.0,88,1,0.0,1
13376.0,98,3,0.0,1
13379.0,25,3,0.0,1
13381.0,31,6,0.0,1
13382.0,280,1,0.0,0
13384.0,30,7,0.0,1
13385.0,329,1,0.0,0
13388.0,130,2,0.0,1
13389.0,10,3,0.0,1
13390.0,74,1,0.0,1
13391.0,203,1,0.0,0
13394.0,1,8,0.0,1
13395.0,184,1,0.0,0
13396.0,28,2,0.0,1
13397.0,72,5,0.0,1
13398.0,191,1,0.0,0
13402.0,126,2,0.0,1
13403.0,17,1,0.0,1
13404.0,0,2,0.0,1
13405.0,73,3,0.0,1
13408.0,1,62,0.0,3
13410.0,23,5,0.0,1
13411.0,106,1,0.0,1
13414.0,133,3,0.0,1
13416.0,43,2,0.0,1
13417.0,4,2,0.0,1
13418.0,11,18,0.0,3
13419.0,63,1,0.0,1
13420.0,149,2,0.0,0
13421.0,39,2,0.0,1
13422.0,63,1,0.0,1
13425.0,107,3,0.0,1
13426.0,0,10,0.0,1
13427.0,18,3,0.0,1
13428.0,9,1,0.0,1
13429.0,10,4,0.0,1
13430.0,18,2,0.0,1
13431.0,66,2,0.0,1
13434.0,73,2,0.0,1
13435.0,4,7,0.0,1
13436.0,1,1,0.0,1
13437.0,13,7,0.0,1
13439.0,254,1,0.0,0
13441.0,91,1,0.0,1
13447.0,22,3,0.0,1
13448.0,16,6,0.0,1
13449.0,23,1,0.0,1
13450.0,26,6,0.0,1
13451.0,25,5,0.0,1
13452.0,258,2,0.0,0
13453.0,165,2,0.0,0
13455.0,24,2,0.0,1
13456.0,17,6,0.0,1
13458.0,6,14,0.0,3
13460.0,28,2,0.0,1
13461.0,38,3,0.0,1
13462.0,252,1,0.0,0
13464.0,57,1,0.0,1
13466.0,183,1,0.0,0
13467.0,10,2,0.0,1
13468.0,1,37,0.0,3
13470.0,98,2,0.0,1
13471.0,0,4,0.0,1
13473.0,60,2,0.0,1
13474.0,235,1,0.0,0
13475.0,190,4,0.0,0
13476.0,178,2,0.0,0
13477.0,37,6,0.0,1
13479.0,200,2,0.0,0
13481.0,45,5,0.0,1
13482.0,231,1,0.0,0
13483.0,65,1,0.0,1
13484.0,240,1,0.0,0
13485.0,232,1,0.0,0
13486.0,77,3,0.0,1
13487.0,57,3,0.0,1
13488.0,16,13,0.0,3
13489.0,104,4,0.0,1
13491.0,51,10,0.0,1
13494.0,311,1,0.0,0
13495.0,7,5,0.0,1
13496.0,10,2,0.0,1
13497.0,282,2,0.0,0
13499.0,17,5,0.0,1
13500.0,22,3,0.0,1
13502.0,16,3,0.0,1
13503.0,70,1,0.0,1
13504.0,63,1,0.0,1
13506.0,315,2,0.0,0
13507.0,2,4,0.0,1
13508.0,243,1,0.0,0
13509.0,8,7,0.0,1
13510.0,0,4,0.0,1
13512.0,260,1,0.0,0
13513.0,126,1,0.0,1
13514.0,73,1,0.0,1
13515.0,72,4,0.0,1
13516.0,20,3,0.0,1
13517.0,59,3,0.0,1
13518.0,85,1,0.0,1
13519.0,77,1,0.0,1
13521.0,0,3,0.0,1
13522.0,29,1,0.0,1
13523.0,32,5,0.0,1
13524.0,40,5,0.0,1
13525.0,14,2,0.0,1
13527.0,33,7,0.0,1
13529.0,78,2,0.0,1
13531.0,204,2,0.0,0
13532.0,33,1,0.0,1
13533.0,182,3,0.0,0
13534.0,1,25,0.0,3
13536.0,0,7,0.0,1
13538.0,42,7,0.0,1
13539.0,85,3,0.0,1
13544.0,39,2,0.0,1
13546.0,11,3,0.0,1
13548.0,95,2,0.0,1
13549.0,25,7,0.0,1
13551.0,318,1,0.0,0
13552.0,65,12,0.0,1
13555.0,73,4,0.0,1
13557.0,27,2,0.0,1
13558.0,5,4,0.0,1
13560.0,6,1,0.0,1
13561.0,215,1,0.0,0
13562.0,81,3,0.0,1
13563.0,83,2,0.0,1
13564.0,143,3,0.0,1
13565.0,18,2,0.0,1
13566.0,40,2,0.0,1
13568.0,172,1,0.0,0
13569.0,16,2,0.0,1
13570.0,242,1,0.0,0
13571.0,12,12,0.0,1
13572.0,205,1,0.0,0
13573.0,49,2,0.0,1
13575.0,22,5,0.0,1
13576.0,9,18,0.0,3
13577.0,24,4,0.0,1
13579.0,14,2,0.0,1
13581.0,308,1,0.0,0
13583.0,155,1,0.0,0
13584.0,306,1,0.0,0
13587.0,63,1,0.0,1
13588.0,15,9,0.0,1
13589.0,14,2,0.0,1
13590.0,10,6,0.0,1
13591.0,64,3,0.0,1
13592.0,35,4,0.0,1
13593.0,107,5,0.0,1
13594.0,52,1,0.0,1
13596.0,5,2,0.0,1
13598.0,46,1,0.0,1
13599.0,0,21,0.0,3
13600.0,311,1,0.0,0
13601.0,44,2,0.0,1
13602.0,64,1,0.0,1
13603.0,25,1,0.0,1
13606.0,28,3,0.0,1
13607.0,39,1,0.0,1
13610.0,11,7,0.0,1
13611.0,88,3,0.0,1
13614.0,23,4,0.0,1
13615.0,318,1,0.0,0
13617.0,39,3,0.0,1
13618.0,173,1,0.0,0
13621.0,116,1,0.0,1
13623.0,30,5,0.0,1
13626.0,252,1,0.0,0
13627.0,58,5,0.0,1
13629.0,22,11,0.0,1
13630.0,4,7,0.0,1
13631.0,99,11,0.0,1
13632.0,24,5,0.0,1
13634.0,32,5,0.0,1
13635.0,67,1,0.0,1
13636.0,36,5,0.0,1
13637.0,51,3,0.0,1
13638.0,15,1,0.0,1
13639.0,73,1,0.0,1
13642.0,215,1,0.0,0
13643.0,30,3,0.0,1
13644.0,15,4,0.0,1
13645.0,119,1,0.0,1
13647.0,9,4,0.0,1
13649.0,256,2,0.0,0
13650.0,16,6,0.0,1
13651.0,34,2,0.0,1
13652.0,45,3,0.0,1
13654.0,42,6,0.0,1
13655.0,113,2,0.0,1
13656.0,164,2,0.0,0
13657.0,10,2,0.0,1
13658.0,9,5,0.0,1
13659.0,205,2,0.0,0
13662.0,85,3,0.0,1
13663.0,178,1,0.0,0
13666.0,59,3,0.0,1
13667.0,148,1,0.0,0
13668.0,2,21,0.0,3
13669.0,50,2,0.0,1
13670.0,74,1,0.0,1
13672.0,300,2,0.0,0
13673.0,18,2,0.0,1
13675.0,150,2,0.0,0
13678.0,151,1,0.0,0
13680.0,0,4,0.0,1
13681.0,17,4,0.0,1
13682.0,186,1,0.0,0
13684.0,285,1,0.0,0
13685.0,2,7,0.0,1
13686.0,182,1,0.0,0
13689.0,62,1,0.0,1
13690.0,58,1,0.0,1
13692.0,24,3,0.0,1
13694.0,3,50,0.0,3
13695.0,30,15,0.0,3
13697.0,38,1,0.0,1
13699.0,154,1,0.0,0
13700.0,25,10,0.0,1
13703.0,317,1,0.0,0
13704.0,4,9,0.0,1
13705.0,7,3,0.0,1
13706.0,302,1,0.0,0
13707.0,266,2,0.0,0
13708.0,270,1,0.0,0
13709.0,3,13,0.0,3
13710.0,31,1,0.0,1
13711.0,218,2,0.0,0
13712.0,246,1,0.0,0
13715.0,280,5,0.0,0
13716.0,268,1,0.0,0
13717.0,31,6,0.0,1
13718.0,245,2,0.0,0
13719.0,14,5,0.0,1
13720.0,116,4,0.0,1
13721.0,35,1,0.0,1
13722.0,131,3,0.0,1
13723.0,216,1,0.0,0
13725.0,49,8,0.0,1
13726.0,38,2,0.0,1
13727.0,28,2,0.0,1
13728.0,36,6,0.0,1
13730.0,135,2,0.0,1
13731.0,218,2,0.0,0
13732.0,27,1,0.0,1
13735.0,24,4,0.0,1
13736.0,4,2,0.0,1
13737.0,199,1,0.0,0
13739.0,17,1,0.0,1
13740.0,240,1,0.0,0
13741.0,71,3,0.0,1
13742.0,16,12,0.0,1
13743.0,2,7,0.0,1
13744.0,94,2,0.0,1
13745.0,161,1,0.0,0
13747.0,373,1,0.0,0
13748.0,95,5,0.0,1
13750.0,53,5,0.0,1
13751.0,287,1,0.0,0
13752.0,123,6,0.0,1
13753.0,287,1,0.0,0
13754.0,151,2,0.0,0
13755.0,3,9,0.0,1
13756.0,1,14,0.0,3
13758.0,11,7,0.0,1
13759.0,32,2,0.0,1
13760.0,53,2,0.0,1
13761.0,49,2,0.0,1
13762.0,218,1,0.0,0
13763.0,62,1,0.0,1
13764.0,70,3,0.0,1
13767.0,1,37,0.0,3
13769.0,1,10,0.0,1
13771.0,63,4,0.0,1
13772.0,33,3,0.0,1
13774.0,81,1,0.0,1
13777.0,0,33,0.0,3
13778.0,102,1,0.0,1
13780.0,6,2,0.0,1
13781.0,250,1,0.0,0
13782.0,12,6,0.0,1
13784.0,9,11,0.0,1
13786.0,366,1,0.0,0
13787.0,75,2,0.0,1
13790.0,3,1,0.0,1
13791.0,127,2,0.0,1
13792.0,65,2,0.0,1
13798.0,0,57,0.0,3
13799.0,116,2,0.0,1
13800.0,309,1,0.0,0
13801.0,66,1,0.0,1
13802.0,138,3,0.0,1
13803.0,254,1,0.0,0
13804.0,30,7,0.0,1
13805.0,51,2,0.0,1
13806.0,63,1,0.0,1
13807.0,366,1,0.0,0
13808.0,5,5,0.0,1
13819.0,301,3,0.0,0
13821.0,144,2,0.0,0
13822.0,5,2,0.0,1
13823.0,18,2,0.0,1
13824.0,32,5,0.0,1
13826.0,175,1,0.0,0
13827.0,57,3,0.0,1
13828.0,21,1,0.0,1
13831.0,15,6,0.0,1
13832.0,18,1,0.0,1
13833.0,158,1,0.0,0
13835.0,24,4,0.0,1
13837.0,211,2,0.0,0
13838.0,5,4,0.0,1
13841.0,252,1,0.0,0
13842.0,58,9,0.0,1
13844.0,10,1,0.0,1
13845.0,64,1,0.0,1
13846.0,24,3,0.0,1
13848.0,91,3,0.0,1
13849.0,51,2,0.0,1
13850.0,128,1,0.0,1
13851.0,95,3,0.0,1
13853.0,56,1,0.0,1
13854.0,8,25,0.0,3
13856.0,168,3,0.0,0
13858.0,56,1,0.0,1
13859.0,325,1,0.0,0
13860.0,0,5,0.0,1
13862.0,17,8,0.0,1
13863.0,247,1,0.0,0
13865.0,57,4,0.0,1
13866.0,73,1,0.0,1
13867.0,30,3,0.0,1
13868.0,6,2,0.0,1
13869.0,122,4,0.0,1
13870.0,1,8,0.0,1
13871.0,22,13,0.0,3
13873.0,119,3,0.0,1
13874.0,357,1,0.0,0
13875.0,53,5,0.0,1
13876.0,63,1,0.0,1
13877.0,85,1,0.0,1
13878.0,54,1,0.0,1
13880.0,20,13,0.0,3
13881.0,2,20,0.0,3
13882.0,2,5,0.0,1
13883.0,10,5,0.0,1
13884.0,6,5,0.0,1
13885.0,188,2,0.0,0
13886.0,70,1,0.0,1
13887.0,203,1,0.0,0
13888.0,119,2,0.0,1
13889.0,92,1,0.0,1
13890.0,0,10,0.0,1
13892.0,26,4,0.0,1
13893.0,297,1,0.0,0
13894.0,23,3,0.0,1
13895.0,27,4,0.0,1
13897.0,49,1,0.0,1
13898.0,325,1,0.0,0
13899.0,15,2,0.0,1
13900.0,182,3,0.0,0
13901.0,71,5,0.0,1
13904.0,36,2,0.0,1
13908.0,79,4,0.0,1
13911.0,56,9,0.0,1
13914.0,11,2,0.0,1
13917.0,49,2,0.0,1
13918.0,49,2,0.0,1
13922.0,351,1,0.0,0
13923.0,53,1,0.0,1
13924.0,1,6,0.0,1
13925.0,92,4,0.0,1
13926.0,22,1,0.0,1
13927.0,74,1,0.0,1
13928.0,10,4,0.0,1
13929.0,168,2,0.0,0
13930.0,57,2,0.0,1
13931.0,95,2,0.0,1
13932.0,294,1,0.0,0
13933.0,108,2,0.0,1
13934.0,263,1,0.0,0
13936.0,179,1,0.0,0
13937.0,168,1,0.0,0
13938.0,34,1,0.0,1
13939.0,22,3,0.0,1
13940.0,16,4,0.0,1
13941.0,21,5,0.0,1
13946.0,78,3,0.0,1
13947.0,64,1,0.0,1
13948.0,360,1,0.0,0
13949.0,2,6,0.0,1
13950.0,10,4,0.0,1
13951.0,175,3,0.0,0
13952.0,217,2,0.0,0
13953.0,6,7,0.0,1
13954.0,0,2,0.0,1
13955.0,153,2,0.0,0
13956.0,4,5,0.0,1
13959.0,78,3,0.0,1
13960.0,20,2,0.0,1
13962.0,21,2,0.0,1
13963.0,307,4,0.0,0
13967.0,145,1,0.0,0
13969.0,6,18,0.0,3
13971.0,18,8,0.0,1
13972.0,70,2,0.0,1
13973.0,286,1,0.0,0
13974.0,48,1,0.0,1
13975.0,30,6,0.0,1
13976.0,206,1,0.0,0
13978.0,14,2,0.0,1
13979.0,72,1,0.0,1
13980.0,59,1,0.0,1
13982.0,38,4,0.0,1
13983.0,29,12,0.0,1
13984.0,26,5,0.0,1
13985.0,3,15,0.0,3
13986.0,16,1,0.0,1
13988.0,19,6,0.0,1
13989.0,65,2,0.0,1
13990.0,212,1,0.0,0
13991.0,11,6,0.0,1
13992.0,29,1,0.0,1
13993.0,42,9,0.0,1
13994.0,3,6,0.0,1
13995.0,14,5,0.0,1
13999.0,9,12,0.0,1
14000.0,210,1,0.0,0
14001.0,45,3,0.0,1
14002.0,133,2,0.0,1
14004.0,42,7,0.0,1
14005.0,9,5,0.0,1
14006.0,115,3,0.0,1
14009.0,197,2,0.0,0
14012.0,277,1,0.0,0
14013.0,109,3,0.0,1
14014.0,76,1,0.0,1
14015.0,52,1,0.0,1
14019.0,46,3,0.0,1
14020.0,16,2,0.0,1
14021.0,154,3,0.0,0
14022.0,224,1,0.0,0
14023.0,6,2,0.0,1
14024.0,121,2,0.0,1
14027.0,60,1,0.0,1
14029.0,62,2,0.0,1
14030.0,17,8,0.0,1
14031.0,6,19,0.0,3
14032.0,1,11,0.0,1
14034.0,21,3,0.0,1
14035.0,28,5,0.0,1
14036.0,284,1,0.0,0
14037.0,175,2,0.0,0
14038.0,77,3,0.0,1
14039.0,32,1,0.0,1
14040.0,40,12,0.0,1
14041.0,265,1,0.0,0
14044.0,26,4,0.0,1
14045.0,108,4,0.0,1
14046.0,283,1,0.0,0
14047.0,8,5,0.0,1
14048.0,304,1,0.0,0
14049.0,16,4,0.0,1
14050.0,31,2,0.0,1
14051.0,0,23,0.0,3
14052.0,19,1,0.0,1
14053.0,123,2,0.0,1
14054.0,64,1,0.0,1
14055.0,105,1,0.0,1
14056.0,0,23,0.0,3
14057.0,23,17,0.0,3
14059.0,266,1,0.0,0
14060.0,4,19,0.0,3
14062.0,9,12,0.0,1
14064.0,28,5,0.0,1
14066.0,266,1,0.0,0
14067.0,63,2,0.0,1
14068.0,319,1,0.0,0
14071.0,3,8,0.0,1
14073.0,31,1,0.0,1
14075.0,4,3,0.0,1
14076.0,128,1,0.0,1
14077.0,40,5,0.0,1
14078.0,101,6,0.0,1
14079.0,124,1,0.0,1
14080.0,32,1,0.0,1
14081.0,301,2,0.0,0
14082.0,364,1,0.0,0
14083.0,3,9,0.0,1
14085.0,1,18,0.0,3
14087.0,2,1,0.0,1
14088.0,9,13,0.0,3
14089.0,56,1,0.0,1
14090.0,324,1,0.0,0
14092.0,7,14,0.0,3
14093.0,11,1,0.0,1
14096.0,3,17,0.0,3
14098.0,36,1,0.0,1
14099.0,15,11,0.0,1
14100.0,137,1,0.0,1
14101.0,73,6,0.0,1
14102.0,4,5,0.0,1
14104.0,153,2,0.0,0
14105.0,238,1,0.0,0
14107.0,51,7,0.0,1
14108.0,30,2,0.0,1
14109.0,72,1,0.0,1
14110.0,3,12,0.0,1
14111.0,13,4,0.0,1
14112.0,22,7,0.0,1
14113.0,3,4,0.0,1
14114.0,273,2,0.0,0
14116.0,19,5,0.0,1
14117.0,143,1,0.0,0
14121.0,3,4,0.0,1
14124.0,83,1,0.0,1
14125.0,10,3,0.0,1
14126.0,7,3,0.0,1
14127.0,122,3,0.0,1
14128.0,60,2,0.0,1
14129.0,1,5,0.0,1
14130.0,318,1,0.0,0
14132.0,1,11,0.0,1
